layer triggercelleta triggercellphi triggercellieta triggercelliphi
46.0 -1.9075967073440552 2.2907447814941406 -8 20
46.0 -1.8642101287841797 2.2907447814941406 -9 20
46.0 -1.8208448886871338 2.2907447814941406 -10 20
46.0 -1.7775025367736816 2.2907447814941406 -11 20
46.0 -1.7341852188110352 2.2907447814941406 -12 20
46.0 -1.6908948421478271 2.2907447814941406 -13 20
46.0 -1.6476331949234009 2.2907447814941406 -14 20
46.0 -1.604403018951416 2.2907447814941406 -15 20
46.0 -1.561206340789795 2.2907447814941406 -16 20
46.0 -1.5180456638336182 2.2907447814941406 -17 20
46.0 -1.4318434000015259 2.2907447814941406 -19 20
46.0 -1.3996400833129883 2.2907447814941406 -20 20
46.0 -1.951003074645996 2.3343777656555176 -7 19
46.0 -1.5612062215805054 2.3343777656555176 -16 19
46.0 -2.0813255310058594 2.3343780040740967 -4 19
46.0 -2.0378687381744385 2.3343780040740967 -5 19
46.0 -1.9944275617599487 2.3343780040740967 -6 19
46.0 -1.9075965881347656 2.3343780040740967 -8 19
46.0 -1.8642102479934692 2.3343780040740967 -9 19
46.0 -1.8208447694778442 2.3343780040740967 -10 19
46.0 -1.7775025367736816 2.3343780040740967 -11 19
46.0 -1.7341852188110352 2.3343780040740967 -12 19
46.0 -1.6908947229385376 2.3343780040740967 -13 19
46.0 -1.6476331949234009 2.3343780040740967 -14 19
46.0 -1.604403018951416 2.3343780040740967 -15 19
46.0 -1.5180456638336182 2.3343780040740967 -17 19
46.0 -1.474923849105835 2.3343780040740967 -18 19
46.0 -1.4318434000015259 2.3343780040740967 -19 19
46.0 -1.3996402025222778 2.3343780040740967 -20 19
46.0 -2.0813255310058594 2.3780112266540527 -4 18
46.0 -2.0378687381744385 2.3780112266540527 -5 18
46.0 -1.9944275617599487 2.3780112266540527 -6 18
46.0 -1.951003074645996 2.3780112266540527 -7 18
46.0 -1.9075967073440552 2.3780112266540527 -8 18
46.0 -1.8642101287841797 2.3780112266540527 -9 18
46.0 -1.8208448886871338 2.3780112266540527 -10 18
46.0 -1.7775025367736816 2.3780112266540527 -11 18
46.0 -1.7341852188110352 2.3780112266540527 -12 18
46.0 -1.6908948421478271 2.3780112266540527 -13 18
46.0 -1.6476331949234009 2.3780112266540527 -14 18
46.0 -1.604403018951416 2.3780112266540527 -15 18
46.0 -1.5612062215805054 2.3780112266540527 -16 18
46.0 -1.5180456638336182 2.3780112266540527 -17 18
46.0 -1.4749237298965454 2.3780112266540527 -18 18
46.0 -1.4318434000015259 2.3780112266540527 -19 18
46.0 -1.3996400833129883 2.3780112266540527 -20 18
46.0 -2.0813255310058594 2.4216442108154297 -4 17
46.0 -1.6476333141326904 2.4216442108154297 -14 17
46.0 -1.5180456638336182 2.4216442108154297 -17 17
46.0 -1.474923849105835 2.4216442108154297 -18 17
46.0 -2.0378687381744385 2.421644449234009 -5 17
46.0 -1.9944275617599487 2.421644449234009 -6 17
46.0 -1.9510029554367065 2.421644449234009 -7 17
46.0 -1.9075967073440552 2.421644449234009 -8 17
46.0 -1.8642101287841797 2.421644449234009 -9 17
46.0 -1.8208448886871338 2.421644449234009 -10 17
46.0 -1.7775025367736816 2.421644449234009 -11 17
46.0 -1.7341852188110352 2.421644449234009 -12 17
46.0 -1.6908947229385376 2.421644449234009 -13 17
46.0 -1.604403018951416 2.421644449234009 -15 17
46.0 -1.561206340789795 2.421644449234009 -16 17
46.0 -1.4318434000015259 2.421644449234009 -19 17
46.0 -1.3996400833129883 2.421644449234009 -20 17
46.0 -2.0813255310058594 2.465277671813965 -4 16
46.0 -2.0378687381744385 2.465277671813965 -5 16
46.0 -1.9944275617599487 2.465277671813965 -6 16
46.0 -1.951003074645996 2.465277671813965 -7 16
46.0 -1.9075967073440552 2.465277671813965 -8 16
46.0 -1.8642101287841797 2.465277671813965 -9 16
46.0 -1.8208448886871338 2.465277671813965 -10 16
46.0 -1.7775025367736816 2.465277671813965 -11 16
46.0 -1.7341852188110352 2.465277671813965 -12 16
46.0 -1.6908948421478271 2.465277671813965 -13 16
46.0 -1.6476331949234009 2.465277671813965 -14 16
46.0 -1.604403018951416 2.465277671813965 -15 16
46.0 -1.5612062215805054 2.465277671813965 -16 16
46.0 -1.5180456638336182 2.465277671813965 -17 16
46.0 -1.4749237298965454 2.465277671813965 -18 16
46.0 -1.4318434000015259 2.465277671813965 -19 16
46.0 -1.3996400833129883 2.465277671813965 -20 16
46.0 -1.7775025367736816 2.508910655975342 -11 15
46.0 -2.0813257694244385 2.508910894393921 -4 15
46.0 -2.0378687381744385 2.508910894393921 -5 15
46.0 -1.9944275617599487 2.508910894393921 -6 15
46.0 -1.9510029554367065 2.508910894393921 -7 15
46.0 -1.9075967073440552 2.508910894393921 -8 15
46.0 -1.8642101287841797 2.508910894393921 -9 15
46.0 -1.8208448886871338 2.508910894393921 -10 15
46.0 -1.7341852188110352 2.508910894393921 -12 15
46.0 -1.6908948421478271 2.508910894393921 -13 15
46.0 -1.6476330757141113 2.508910894393921 -14 15
46.0 -1.604403018951416 2.508910894393921 -15 15
46.0 -1.5612062215805054 2.508910894393921 -16 15
46.0 -1.5180456638336182 2.508910894393921 -17 15
46.0 -1.474923849105835 2.508910894393921 -18 15
46.0 -1.4318434000015259 2.508910894393921 -19 15
46.0 -1.3996402025222778 2.508910894393921 -20 15
46.0 -2.0813255310058594 2.552544116973877 -4 14
46.0 -2.0378687381744385 2.552544116973877 -5 14
46.0 -1.9944275617599487 2.552544116973877 -6 14
46.0 -1.9510029554367065 2.552544116973877 -7 14
46.0 -1.9075967073440552 2.552544116973877 -8 14
46.0 -1.8642102479934692 2.552544116973877 -9 14
46.0 -1.8208448886871338 2.552544116973877 -10 14
46.0 -1.7775025367736816 2.552544116973877 -11 14
46.0 -1.7341852188110352 2.552544116973877 -12 14
46.0 -1.6908948421478271 2.552544116973877 -13 14
46.0 -1.6476331949234009 2.552544116973877 -14 14
46.0 -1.604403018951416 2.552544116973877 -15 14
46.0 -1.561206340789795 2.552544116973877 -16 14
46.0 -1.5180456638336182 2.552544116973877 -17 14
46.0 -1.4749237298965454 2.552544116973877 -18 14
46.0 -1.4318435192108154 2.552544116973877 -19 14
46.0 -1.3996402025222778 2.552544116973877 -20 14
46.0 -2.0813255310058594 2.596177339553833 -4 13
46.0 -2.0378687381744385 2.596177339553833 -5 13
46.0 -1.9944275617599487 2.596177339553833 -6 13
46.0 -1.9510029554367065 2.596177339553833 -7 13
46.0 -1.9075965881347656 2.596177339553833 -8 13
46.0 -1.8642101287841797 2.596177339553833 -9 13
46.0 -1.8208448886871338 2.596177339553833 -10 13
46.0 -1.7775025367736816 2.596177339553833 -11 13
46.0 -1.7341852188110352 2.596177339553833 -12 13
46.0 -1.6908948421478271 2.596177339553833 -13 13
46.0 -1.6476331949234009 2.596177339553833 -14 13
46.0 -1.604403018951416 2.596177339553833 -15 13
46.0 -1.5612062215805054 2.596177339553833 -16 13
46.0 -1.5180456638336182 2.596177339553833 -17 13
46.0 -1.474923849105835 2.596177339553833 -18 13
46.0 -1.4318434000015259 2.596177339553833 -19 13
46.0 -1.3996402025222778 2.596177339553833 -20 13
46.0 -2.0813255310058594 2.639810562133789 -4 12
46.0 -2.0378687381744385 2.639810562133789 -5 12
46.0 -1.9944275617599487 2.639810562133789 -6 12
46.0 -1.9510029554367065 2.639810562133789 -7 12
46.0 -1.9075965881347656 2.639810562133789 -8 12
46.0 -1.8642101287841797 2.639810562133789 -9 12
46.0 -1.8208448886871338 2.639810562133789 -10 12
46.0 -1.7775025367736816 2.639810562133789 -11 12
46.0 -1.7341852188110352 2.639810562133789 -12 12
46.0 -1.6908947229385376 2.639810562133789 -13 12
46.0 -1.6476331949234009 2.639810562133789 -14 12
46.0 -1.604403018951416 2.639810562133789 -15 12
46.0 -1.561206340789795 2.639810562133789 -16 12
46.0 -1.5180456638336182 2.639810562133789 -17 12
46.0 -1.4749237298965454 2.639810562133789 -18 12
46.0 -1.4318435192108154 2.639810562133789 -19 12
46.0 -1.3996400833129883 2.639810562133789 -20 12
46.0 -2.0813255310058594 2.683443784713745 -4 11
46.0 -2.0378687381744385 2.683443784713745 -5 11
46.0 -1.9944275617599487 2.683443784713745 -6 11
46.0 -1.951003074645996 2.683443784713745 -7 11
46.0 -1.9075965881347656 2.683443784713745 -8 11
46.0 -1.8642101287841797 2.683443784713745 -9 11
46.0 -1.8208450078964233 2.683443784713745 -10 11
46.0 -1.7775025367736816 2.683443784713745 -11 11
46.0 -1.7341852188110352 2.683443784713745 -12 11
46.0 -1.6908948421478271 2.683443784713745 -13 11
46.0 -1.6476333141326904 2.683443784713745 -14 11
46.0 -1.604403018951416 2.683443784713745 -15 11
46.0 -1.561206340789795 2.683443784713745 -16 11
46.0 -1.5180456638336182 2.683443784713745 -17 11
46.0 -1.4749237298965454 2.683443784713745 -18 11
46.0 -1.4318434000015259 2.683443784713745 -19 11
46.0 -1.3996400833129883 2.683443784713745 -20 11
46.0 -2.0813257694244385 2.727077007293701 -4 10
46.0 -2.0378687381744385 2.727077007293701 -5 10
46.0 -1.9944275617599487 2.727077007293701 -6 10
46.0 -1.951003074645996 2.727077007293701 -7 10
46.0 -1.9075965881347656 2.727077007293701 -8 10
46.0 -1.8642101287841797 2.727077007293701 -9 10
46.0 -1.8208447694778442 2.727077007293701 -10 10
46.0 -1.7775025367736816 2.727077007293701 -11 10
46.0 -1.7341852188110352 2.727077007293701 -12 10
46.0 -1.6908948421478271 2.727077007293701 -13 10
46.0 -1.6476331949234009 2.727077007293701 -14 10
46.0 -1.604403018951416 2.727077007293701 -15 10
46.0 -1.561206340789795 2.727077007293701 -16 10
46.0 -1.5180456638336182 2.727077007293701 -17 10
46.0 -1.474923849105835 2.727077007293701 -18 10
46.0 -1.4318434000015259 2.727077007293701 -19 10
46.0 -1.3996402025222778 2.727077007293701 -20 10
46.0 -2.0813255310058594 2.7707102298736572 -4 9
46.0 -2.0378687381744385 2.7707102298736572 -5 9
46.0 -1.9944275617599487 2.7707102298736572 -6 9
46.0 -1.951003074645996 2.7707102298736572 -7 9
46.0 -1.9075967073440552 2.7707102298736572 -8 9
46.0 -1.8642101287841797 2.7707102298736572 -9 9
46.0 -1.8208447694778442 2.7707102298736572 -10 9
46.0 -1.7775025367736816 2.7707102298736572 -11 9
46.0 -1.7341852188110352 2.7707102298736572 -12 9
46.0 -1.6908948421478271 2.7707102298736572 -13 9
46.0 -1.6476331949234009 2.7707102298736572 -14 9
46.0 -1.604403018951416 2.7707102298736572 -15 9
46.0 -1.5612064599990845 2.7707102298736572 -16 9
46.0 -1.5180456638336182 2.7707102298736572 -17 9
46.0 -1.4749237298965454 2.7707102298736572 -18 9
46.0 -1.4318434000015259 2.7707102298736572 -19 9
46.0 -1.3996400833129883 2.7707102298736572 -20 9
46.0 -2.0813255310058594 2.8143434524536133 -4 8
46.0 -2.0378687381744385 2.8143434524536133 -5 8
46.0 -1.9944275617599487 2.8143434524536133 -6 8
46.0 -1.9510029554367065 2.8143434524536133 -7 8
46.0 -1.9075967073440552 2.8143434524536133 -8 8
46.0 -1.8642102479934692 2.8143434524536133 -9 8
46.0 -1.8208448886871338 2.8143434524536133 -10 8
46.0 -1.7775025367736816 2.8143434524536133 -11 8
46.0 -1.7341852188110352 2.8143434524536133 -12 8
46.0 -1.6908947229385376 2.8143434524536133 -13 8
46.0 -1.64763343334198 2.8143434524536133 -14 8
46.0 -1.604403018951416 2.8143434524536133 -15 8
46.0 -1.561206340789795 2.8143434524536133 -16 8
46.0 -1.5180456638336182 2.8143434524536133 -17 8
46.0 -1.4749237298965454 2.8143434524536133 -18 8
46.0 -1.4318434000015259 2.8143434524536133 -19 8
46.0 -1.3996402025222778 2.8143434524536133 -20 8
46.0 -2.0813255310058594 2.8579766750335693 -4 7
46.0 -2.0378687381744385 2.8579766750335693 -5 7
46.0 -1.9944275617599487 2.8579766750335693 -6 7
46.0 -1.9510029554367065 2.8579766750335693 -7 7
46.0 -1.9075967073440552 2.8579766750335693 -8 7
46.0 -1.8642102479934692 2.8579766750335693 -9 7
46.0 -1.8208448886871338 2.8579766750335693 -10 7
46.0 -1.7775025367736816 2.8579766750335693 -11 7
46.0 -1.7341852188110352 2.8579766750335693 -12 7
46.0 -1.6908948421478271 2.8579766750335693 -13 7
46.0 -1.6476331949234009 2.8579766750335693 -14 7
46.0 -1.604403018951416 2.8579766750335693 -15 7
46.0 -1.561206340789795 2.8579766750335693 -16 7
46.0 -1.5180456638336182 2.8579766750335693 -17 7
46.0 -1.474923849105835 2.8579766750335693 -18 7
46.0 -1.4318434000015259 2.8579766750335693 -19 7
46.0 -1.3996400833129883 2.8579766750335693 -20 7
46.0 -2.0813257694244385 2.9016098976135254 -4 6
46.0 -2.0378687381744385 2.9016098976135254 -5 6
46.0 -1.9944275617599487 2.9016098976135254 -6 6
46.0 -1.951003074645996 2.9016098976135254 -7 6
46.0 -1.9075967073440552 2.9016098976135254 -8 6
46.0 -1.8642101287841797 2.9016098976135254 -9 6
46.0 -1.8208447694778442 2.9016098976135254 -10 6
46.0 -1.7775025367736816 2.9016098976135254 -11 6
46.0 -1.7341852188110352 2.9016098976135254 -12 6
46.0 -1.6908947229385376 2.9016098976135254 -13 6
46.0 -1.6476333141326904 2.9016098976135254 -14 6
46.0 -1.604403018951416 2.9016098976135254 -15 6
46.0 -1.5612062215805054 2.9016098976135254 -16 6
46.0 -1.5180456638336182 2.9016098976135254 -17 6
46.0 -1.4749237298965454 2.9016098976135254 -18 6
46.0 -1.4318434000015259 2.9016098976135254 -19 6
46.0 -1.3996400833129883 2.9016098976135254 -20 6
46.0 -2.0813255310058594 2.9452431201934814 -4 5
46.0 -2.0378687381744385 2.9452431201934814 -5 5
46.0 -1.9944275617599487 2.9452431201934814 -6 5
46.0 -1.951003074645996 2.9452431201934814 -7 5
46.0 -1.9075968265533447 2.9452431201934814 -8 5
46.0 -1.8642101287841797 2.9452431201934814 -9 5
46.0 -1.8208448886871338 2.9452431201934814 -10 5
46.0 -1.7775025367736816 2.9452431201934814 -11 5
46.0 -1.7341852188110352 2.9452431201934814 -12 5
46.0 -1.6908947229385376 2.9452431201934814 -13 5
46.0 -1.6476331949234009 2.9452431201934814 -14 5
46.0 -1.604403018951416 2.9452431201934814 -15 5
46.0 -1.5612064599990845 2.9452431201934814 -16 5
46.0 -1.5180456638336182 2.9452431201934814 -17 5
46.0 -1.4749237298965454 2.9452431201934814 -18 5
46.0 -1.4318435192108154 2.9452431201934814 -19 5
46.0 -1.3996400833129883 2.9452431201934814 -20 5
46.0 -2.0813255310058594 2.9888763427734375 -4 4
46.0 -2.0378687381744385 2.9888763427734375 -5 4
46.0 -1.9944275617599487 2.9888763427734375 -6 4
46.0 -1.951003074645996 2.9888763427734375 -7 4
46.0 -1.9075967073440552 2.9888763427734375 -8 4
46.0 -1.8642101287841797 2.9888763427734375 -9 4
46.0 -1.8208448886871338 2.9888763427734375 -10 4
46.0 -1.7775025367736816 2.9888763427734375 -11 4
46.0 -1.7341852188110352 2.9888763427734375 -12 4
46.0 -1.6908947229385376 2.9888763427734375 -13 4
46.0 -1.6476333141326904 2.9888763427734375 -14 4
46.0 -1.604403018951416 2.9888763427734375 -15 4
46.0 -1.5612062215805054 2.9888763427734375 -16 4
46.0 -1.5180456638336182 2.9888763427734375 -17 4
46.0 -1.4749237298965454 2.9888763427734375 -18 4
46.0 -1.4318434000015259 2.9888763427734375 -19 4
46.0 -1.3996400833129883 2.9888763427734375 -20 4
46.0 -2.0813255310058594 3.0325095653533936 -4 3
46.0 -2.0378687381744385 3.0325095653533936 -5 3
46.0 -1.9944275617599487 3.0325095653533936 -6 3
46.0 -1.951003074645996 3.0325095653533936 -7 3
46.0 -1.9075968265533447 3.0325095653533936 -8 3
46.0 -1.8642101287841797 3.0325095653533936 -9 3
46.0 -1.8208447694778442 3.0325095653533936 -10 3
46.0 -1.7775025367736816 3.0325095653533936 -11 3
46.0 -1.7341852188110352 3.0325095653533936 -12 3
46.0 -1.6908947229385376 3.0325095653533936 -13 3
46.0 -1.6476331949234009 3.0325095653533936 -14 3
46.0 -1.604403018951416 3.0325095653533936 -15 3
46.0 -1.5612062215805054 3.0325095653533936 -16 3
46.0 -1.5180456638336182 3.0325095653533936 -17 3
46.0 -1.474923849105835 3.0325095653533936 -18 3
46.0 -1.4318434000015259 3.0325095653533936 -19 3
46.0 -1.3996402025222778 3.0325095653533936 -20 3
46.0 -2.0813255310058594 3.0761427879333496 -4 2
46.0 -2.0378687381744385 3.0761427879333496 -5 2
46.0 -1.9944275617599487 3.0761427879333496 -6 2
46.0 -1.9510029554367065 3.0761427879333496 -7 2
46.0 -1.9075967073440552 3.0761427879333496 -8 2
46.0 -1.8642101287841797 3.0761427879333496 -9 2
46.0 -1.8208448886871338 3.0761427879333496 -10 2
46.0 -1.7775025367736816 3.0761427879333496 -11 2
46.0 -1.7341853380203247 3.0761427879333496 -12 2
46.0 -1.6908947229385376 3.0761427879333496 -13 2
46.0 -1.6476331949234009 3.0761427879333496 -14 2
46.0 -1.604403018951416 3.0761427879333496 -15 2
46.0 -1.561206340789795 3.0761427879333496 -16 2
46.0 -1.5180456638336182 3.0761427879333496 -17 2
46.0 -1.4749237298965454 3.0761427879333496 -18 2
46.0 -1.4318435192108154 3.0761427879333496 -19 2
46.0 -1.3996402025222778 3.0761427879333496 -20 2
46.0 -2.0813257694244385 3.1197760105133057 -4 1
46.0 -2.0378687381744385 3.1197760105133057 -5 1
46.0 -1.9944275617599487 3.1197760105133057 -6 1
46.0 -1.9510029554367065 3.1197760105133057 -7 1
46.0 -1.9075967073440552 3.1197760105133057 -8 1
46.0 -1.8642101287841797 3.1197760105133057 -9 1
46.0 -1.8208447694778442 3.1197760105133057 -10 1
46.0 -1.7775025367736816 3.1197760105133057 -11 1
46.0 -1.7341852188110352 3.1197760105133057 -12 1
46.0 -1.6908947229385376 3.1197760105133057 -13 1
46.0 -1.6476330757141113 3.1197760105133057 -14 1
46.0 -1.604403018951416 3.1197760105133057 -15 1
46.0 -1.5612062215805054 3.1197760105133057 -16 1
46.0 -1.5180456638336182 3.1197760105133057 -17 1
46.0 -1.4749237298965454 3.1197760105133057 -18 1
46.0 -1.4318434000015259 3.1197760105133057 -19 1
46.0 -1.3996402025222778 3.1197760105133057 -20 1
47.0 -2.2290661334991455 -3.1197757720947266 -1 144
47.0 -2.185532808303833 -3.1197757720947266 -2 144
47.0 -2.1420083045959473 -3.1197757720947266 -3 144
47.0 -2.0984933376312256 -3.1197757720947266 -4 144
47.0 -2.0549888610839844 -3.1197757720947266 -5 144
47.0 -2.01149582862854 -3.1197757720947266 -6 144
47.0 -1.9680148363113403 -3.1197757720947266 -7 144
47.0 -1.924547553062439 -3.1197757720947266 -8 144
47.0 -1.8810943365097046 -3.1197757720947266 -9 144
47.0 -1.8376567363739014 -3.1197757720947266 -10 144
47.0 -1.7942360639572144 -3.1197757720947266 -11 144
47.0 -1.7508337497711182 -3.1197757720947266 -12 144
47.0 -1.7074508666992188 -3.1197757720947266 -13 144
47.0 -1.6640894412994385 -3.1197757720947266 -14 144
47.0 -1.620750904083252 -3.1197757720947266 -15 144
47.0 -1.577436923980713 -3.1197757720947266 -16 144
47.0 -1.534149408340454 -3.1197757720947266 -17 144
47.0 -1.4908905029296875 -3.1197757720947266 -18 144
47.0 -1.447662115097046 -3.1197757720947266 -19 144
47.0 -1.415340542793274 -3.1197757720947266 -20 144
47.0 -2.2290663719177246 -3.0761425495147705 -1 143
47.0 -2.185532808303833 -3.0761425495147705 -2 143
47.0 -2.1420083045959473 -3.0761425495147705 -3 143
47.0 -2.0984933376312256 -3.0761425495147705 -4 143
47.0 -2.0549888610839844 -3.0761425495147705 -5 143
47.0 -2.01149582862854 -3.0761425495147705 -6 143
47.0 -1.9680148363113403 -3.0761425495147705 -7 143
47.0 -1.9245474338531494 -3.0761425495147705 -8 143
47.0 -1.8810943365097046 -3.0761425495147705 -9 143
47.0 -1.837656855583191 -3.0761425495147705 -10 143
47.0 -1.794236183166504 -3.0761425495147705 -11 143
47.0 -1.7508337497711182 -3.0761425495147705 -12 143
47.0 -1.7074509859085083 -3.0761425495147705 -13 143
47.0 -1.6640894412994385 -3.0761425495147705 -14 143
47.0 -1.620750904083252 -3.0761425495147705 -15 143
47.0 -1.5774370431900024 -3.0761425495147705 -16 143
47.0 -1.5341495275497437 -3.0761425495147705 -17 143
47.0 -1.4908905029296875 -3.0761425495147705 -18 143
47.0 -1.4476622343063354 -3.0761425495147705 -19 143
47.0 -1.4153404235839844 -3.0761425495147705 -20 143
47.0 -2.2290663719177246 -3.0325093269348145 -1 142
47.0 -2.185532808303833 -3.0325093269348145 -2 142
47.0 -2.1420083045959473 -3.0325093269348145 -3 142
47.0 -2.0984933376312256 -3.0325093269348145 -4 142
47.0 -2.0549888610839844 -3.0325093269348145 -5 142
47.0 -2.01149582862854 -3.0325093269348145 -6 142
47.0 -1.9680149555206299 -3.0325093269348145 -7 142
47.0 -1.924547553062439 -3.0325093269348145 -8 142
47.0 -1.8810943365097046 -3.0325093269348145 -9 142
47.0 -1.837656855583191 -3.0325093269348145 -10 142
47.0 -1.794236183166504 -3.0325093269348145 -11 142
47.0 -1.7508337497711182 -3.0325093269348145 -12 142
47.0 -1.7074509859085083 -3.0325093269348145 -13 142
47.0 -1.6640894412994385 -3.0325093269348145 -14 142
47.0 -1.6207507848739624 -3.0325093269348145 -15 142
47.0 -1.577436923980713 -3.0325093269348145 -16 142
47.0 -1.5341495275497437 -3.0325093269348145 -17 142
47.0 -1.4908905029296875 -3.0325093269348145 -18 142
47.0 -1.447662115097046 -3.0325093269348145 -19 142
47.0 -1.4153404235839844 -3.0325093269348145 -20 142
47.0 -2.2290661334991455 -2.9888761043548584 -1 141
47.0 -2.185532808303833 -2.9888761043548584 -2 141
47.0 -2.1420083045959473 -2.9888761043548584 -3 141
47.0 -2.0984933376312256 -2.9888761043548584 -4 141
47.0 -2.0549888610839844 -2.9888761043548584 -5 141
47.0 -2.01149582862854 -2.9888761043548584 -6 141
47.0 -1.9680149555206299 -2.9888761043548584 -7 141
47.0 -1.924547553062439 -2.9888761043548584 -8 141
47.0 -1.8810943365097046 -2.9888761043548584 -9 141
47.0 -1.837656855583191 -2.9888761043548584 -10 141
47.0 -1.794236183166504 -2.9888761043548584 -11 141
47.0 -1.7508336305618286 -2.9888761043548584 -12 141
47.0 -1.7074508666992188 -2.9888761043548584 -13 141
47.0 -1.6640894412994385 -2.9888761043548584 -14 141
47.0 -1.620750904083252 -2.9888761043548584 -15 141
47.0 -1.577436923980713 -2.9888761043548584 -16 141
47.0 -1.5341495275497437 -2.9888761043548584 -17 141
47.0 -1.4908905029296875 -2.9888761043548584 -18 141
47.0 -1.447662115097046 -2.9888761043548584 -19 141
47.0 -1.415340542793274 -2.9888761043548584 -20 141
47.0 -2.2290663719177246 -2.9452428817749023 -1 140
47.0 -2.185532808303833 -2.9452428817749023 -2 140
47.0 -2.1420083045959473 -2.9452428817749023 -3 140
47.0 -2.0984933376312256 -2.9452428817749023 -4 140
47.0 -2.0549888610839844 -2.9452428817749023 -5 140
47.0 -2.01149582862854 -2.9452428817749023 -6 140
47.0 -1.9680148363113403 -2.9452428817749023 -7 140
47.0 -1.9245474338531494 -2.9452428817749023 -8 140
47.0 -1.8810943365097046 -2.9452428817749023 -9 140
47.0 -1.837656855583191 -2.9452428817749023 -10 140
47.0 -1.794236183166504 -2.9452428817749023 -11 140
47.0 -1.7508336305618286 -2.9452428817749023 -12 140
47.0 -1.7074509859085083 -2.9452428817749023 -13 140
47.0 -1.6640894412994385 -2.9452428817749023 -14 140
47.0 -1.620750904083252 -2.9452428817749023 -15 140
47.0 -1.577436923980713 -2.9452428817749023 -16 140
47.0 -1.5341495275497437 -2.9452428817749023 -17 140
47.0 -1.4908905029296875 -2.9452428817749023 -18 140
47.0 -1.447662115097046 -2.9452428817749023 -19 140
47.0 -1.4153404235839844 -2.9452428817749023 -20 140
47.0 -2.2290663719177246 -2.9016096591949463 -1 139
47.0 -2.185532808303833 -2.9016096591949463 -2 139
47.0 -2.1420083045959473 -2.9016096591949463 -3 139
47.0 -2.0984933376312256 -2.9016096591949463 -4 139
47.0 -2.0549888610839844 -2.9016096591949463 -5 139
47.0 -2.01149582862854 -2.9016096591949463 -6 139
47.0 -1.9680148363113403 -2.9016096591949463 -7 139
47.0 -1.9245473146438599 -2.9016096591949463 -8 139
47.0 -1.8810943365097046 -2.9016096591949463 -9 139
47.0 -1.837656855583191 -2.9016096591949463 -10 139
47.0 -1.794236183166504 -2.9016096591949463 -11 139
47.0 -1.7508336305618286 -2.9016096591949463 -12 139
47.0 -1.7074508666992188 -2.9016096591949463 -13 139
47.0 -1.6640894412994385 -2.9016096591949463 -14 139
47.0 -1.620750904083252 -2.9016096591949463 -15 139
47.0 -1.5774370431900024 -2.9016096591949463 -16 139
47.0 -1.5341495275497437 -2.9016096591949463 -17 139
47.0 -1.4908905029296875 -2.9016096591949463 -18 139
47.0 -1.447662115097046 -2.9016096591949463 -19 139
47.0 -1.4153404235839844 -2.9016096591949463 -20 139
47.0 -2.2290663719177246 -2.8579764366149902 -1 138
47.0 -2.185532808303833 -2.8579764366149902 -2 138
47.0 -2.1420083045959473 -2.8579764366149902 -3 138
47.0 -2.0984933376312256 -2.8579764366149902 -4 138
47.0 -2.0549888610839844 -2.8579764366149902 -5 138
47.0 -2.01149582862854 -2.8579764366149902 -6 138
47.0 -1.9680148363113403 -2.8579764366149902 -7 138
47.0 -1.9245474338531494 -2.8579764366149902 -8 138
47.0 -1.8810943365097046 -2.8579764366149902 -9 138
47.0 -1.837656855583191 -2.8579764366149902 -10 138
47.0 -1.7942360639572144 -2.8579764366149902 -11 138
47.0 -1.7508337497711182 -2.8579764366149902 -12 138
47.0 -1.7074509859085083 -2.8579764366149902 -13 138
47.0 -1.6640894412994385 -2.8579764366149902 -14 138
47.0 -1.6207507848739624 -2.8579764366149902 -15 138
47.0 -1.577436923980713 -2.8579764366149902 -16 138
47.0 -1.534149408340454 -2.8579764366149902 -17 138
47.0 -1.4908905029296875 -2.8579764366149902 -18 138
47.0 -1.447662115097046 -2.8579764366149902 -19 138
47.0 -1.415340542793274 -2.8579764366149902 -20 138
47.0 -2.2290663719177246 -2.814343214035034 -1 137
47.0 -2.185532808303833 -2.814343214035034 -2 137
47.0 -2.1420083045959473 -2.814343214035034 -3 137
47.0 -2.0984933376312256 -2.814343214035034 -4 137
47.0 -2.0549888610839844 -2.814343214035034 -5 137
47.0 -2.01149582862854 -2.814343214035034 -6 137
47.0 -1.9680149555206299 -2.814343214035034 -7 137
47.0 -1.9245474338531494 -2.814343214035034 -8 137
47.0 -1.8810943365097046 -2.814343214035034 -9 137
47.0 -1.8376567363739014 -2.814343214035034 -10 137
47.0 -1.794236183166504 -2.814343214035034 -11 137
47.0 -1.7508337497711182 -2.814343214035034 -12 137
47.0 -1.7074508666992188 -2.814343214035034 -13 137
47.0 -1.6640894412994385 -2.814343214035034 -14 137
47.0 -1.620750904083252 -2.814343214035034 -15 137
47.0 -1.5774370431900024 -2.814343214035034 -16 137
47.0 -1.5341495275497437 -2.814343214035034 -17 137
47.0 -1.4908905029296875 -2.814343214035034 -18 137
47.0 -1.447662115097046 -2.814343214035034 -19 137
47.0 -1.4153404235839844 -2.814343214035034 -20 137
47.0 -2.2290663719177246 -2.770709991455078 -1 136
47.0 -2.185532808303833 -2.770709991455078 -2 136
47.0 -2.1420083045959473 -2.770709991455078 -3 136
47.0 -2.0984933376312256 -2.770709991455078 -4 136
47.0 -2.0549890995025635 -2.770709991455078 -5 136
47.0 -2.01149582862854 -2.770709991455078 -6 136
47.0 -1.9680148363113403 -2.770709991455078 -7 136
